AdjustmentName,CustomerID,CustomerType,AccountType,Approach,RiskCategory,SubDivision,IsDefaulted,CountryCode,Drawn,Undrawn,PD
,CUST103289,SME,Loan,STD,Medium,HSBC_IR,1,DE,842063,766126,0.64
,CUST563201,Retail,Mortgage,ADV,High,HSBC_AP,1,US,350184,450670,0.97
,CUST804231,Corporate,Credit Card,ADV,High,HSBC_US,0,GB,235792,880587,0.88
,CUST712035,Corporate,Loan,STD,Low,HSBC_AP,0,US,953811,948903,0.35
,CUST804231,Corporate,Current,STD,Medium,HSBC_US,1,US,690669,181091,0.52
,CUST712035,Retail,Savings,FOU,High,HSBC_IR,1,DE,726156,12446,0.36
,CUST712035,Retail,Credit Card,ADV,Medium,HSBC_US,1,DE,746954,289262,0.03
,CUST712035,SME,Investment,FOU,High,HSBC_UK,0,GB,588595,997520,0.96
,CUST192654,Retail,Revolver,ADV,Medium,HSBC_CORP,1,US,337321,611675,0.34
,CUST238947,SME,Insurance,STD,Low,HSBC_US,1,GB,711257,444072,0.23
,CUST359147,Retail,Insurance,STD,High,HSBC_IR,0,DE,108374,559190,0.91
,CUST238947,Retail,Other,FOU,Low,HSBC_AP,1,DE,236946,174998,0.58
,CUST804231,Corporate,Insurance,STD,Medium,HSBC_CORP,1,DE,623771,484342,0.69
,CUST563201,Corporate,Mortgage,ADV,High,HSBC_CORP,1,GB,584257,668258,0.6
,CUST192654,Corporate,Loan,STD,Low,HSBC_CORP,0,DE,942901,217558,0.57
,CUST563201,SME,Current,FOU,Low,HSBC_AP,1,US,778557,385491,0.88
,CUST359147,SME,Other,STD,High,HSBC_US,1,DE,863514,769521,0.66
,CUST804231,Retail,Credit Card,STD,Low,HSBC_US,0,GB,870440,651624,0.53
,CUST665428,Retail,Mortgage,ADV,Medium,HSBC_IR,1,DE,409369,774614,0.85
,CUST450896,SME,Loan,ADV,Medium,HSBC_AP,1,US,1887,536720,0.76
,CUST238947,Corporate,Other,FOU,Low,HSBC_IR,1,GB,864816,793,0.68
,CUST804231,SME,Loan,FOU,High,HSBC_US,0,DE,590047,377014,0.51
,CUST103289,SME,Current,FOU,Low,HSBC_DEBTS,0,US,675931,111845,0.79
,CUST804231,Corporate,Investment,FOU,Medium,HSBC_AP,0,US,325712,43382,0.17
,CUST804231,SME,Credit Card,STD,Low,HSBC_US,0,US,32823,732216,0.49
,CUST359147,Retail,Savings,ADV,High,HSBC_CORP,0,US,329957,780956,0.57
,CUST712035,Retail,Insurance,ADV,High,HSBC_DEBTS,0,GB,776557,559146,0.52
,CUST450896,Corporate,Revolver,ADV,High,HSBC_CORP,1,US,654087,107084,0.11
,CUST804231,Retail,Current,ADV,Low,HSBC_AP,0,DE,332320,897582,0.31
,CUST359147,SME,Revolver,ADV,Medium,HSBC_AP,0,GB,149239,270547,0.11
,CUST712035,Corporate,Loan,STD,High,HSBC_UK,0,DE,132363,52429,0.85
,CUST665428,SME,Investment,STD,Medium,HSBC_DEBTS,0,GB,908497,128260,0.43
,CUST238947,Retail,Revolver,FOU,Low,HSBC_CORP,0,US,782203,947439,0.01
,CUST450896,Corporate,Insurance,ADV,High,HSBC_US,0,DE,29172,790239,0.18
,CUST665428,Corporate,Savings,ADV,Low,HSBC_CORP,1,DE,658747,204522,0.9
,CUST981372,Retail,Credit Card,FOU,Medium,HSBC_CORP,0,US,927169,75264,0.28
,CUST665428,SME,Insurance,STD,High,HSBC_DEBTS,1,US,809599,484108,0.26
,CUST665428,Corporate,Mortgage,FOU,Low,HSBC_IR,0,DE,523735,345139,0.43
,CUST981372,Retail,Insurance,ADV,Low,HSBC_DEBTS,0,US,392883,618700,0.91
,CUST665428,SME,Savings,ADV,Low,HSBC_UK,0,US,523315,939553,0.96
,CUST192654,SME,Current,STD,Medium,HSBC_US,1,DE,822935,242543,0.21
,CUST563201,SME,Mortgage,FOU,Medium,HSBC_IR,1,US,136377,160568,0.94
,CUST665428,SME,Savings,FOU,High,HSBC_UK,0,DE,555599,136895,0.1
,CUST563201,Corporate,Current,FOU,Medium,HSBC_DEBTS,1,DE,269565,641304,0.71
,CUST238947,SME,Insurance,STD,Medium,HSBC_UK,1,US,498715,819405,0.41
,CUST192654,SME,Current,FOU,Medium,HSBC_US,1,US,948762,738279,0.39
,CUST981372,Retail,Investment,ADV,Medium,HSBC_UK,1,US,270144,420642,0.87
,CUST563201,SME,Investment,ADV,High,HSBC_UK,0,US,775092,395671,0.75
,CUST563201,Corporate,Revolver,STD,Low,HSBC_UK,0,DE,551254,987061,0.1
,CUST238947,SME,Loan,STD,High,HSBC_IR,0,US,606708,675172,0.3
,CUST665428,Retail,Other,STD,High,HSBC_DEBTS,0,DE,741730,755771,0.67
,CUST563201,Corporate,Savings,ADV,High,HSBC_IR,0,GB,412513,473250,0.97
,CUST981372,SME,Mortgage,ADV,High,HSBC_IR,0,US,393614,144719,0.51
,CUST238947,Corporate,Loan,STD,Low,HSBC_DEBTS,0,DE,31916,695545,0.12
,CUST665428,Retail,Insurance,STD,High,HSBC_AP,1,GB,430050,982089,0.71
,CUST563201,SME,Mortgage,FOU,High,HSBC_DEBTS,1,US,484687,298728,0.15
,CUST665428,Corporate,Credit Card,FOU,Low,HSBC_US,0,GB,715006,990824,0.62
,CUST665428,SME,Credit Card,ADV,High,HSBC_IR,0,DE,351018,95346,0.49
,CUST563201,Retail,Insurance,ADV,High,HSBC_US,0,GB,102696,573506,0.91
,CUST238947,Retail,Savings,FOU,High,HSBC_CORP,0,US,442411,650188,0.09
,CUST192654,SME,Loan,FOU,High,HSBC_CORP,0,GB,611242,505602,0.66
,CUST665428,Retail,Insurance,FOU,Low,HSBC_CORP,1,US,152,908670,0.04
,CUST238947,Corporate,Credit Card,FOU,Low,HSBC_CORP,0,GB,71322,527217,0.64
,CUST981372,Corporate,Other,FOU,High,HSBC_CORP,1,GB,735981,252828,0.1
,CUST238947,Corporate,Savings,FOU,Low,HSBC_DEBTS,1,US,113700,296166,0.09
,CUST665428,Retail,Savings,STD,Medium,HSBC_US,1,US,752074,763285,0.49
,CUST192654,Retail,Mortgage,FOU,Low,HSBC_AP,0,GB,276935,332999,0.65
,CUST359147,SME,Revolver,ADV,Low,HSBC_US,0,GB,84901,895198,0.2
,CUST712035,SME,Revolver,ADV,Low,HSBC_UK,1,GB,744141,572701,0.63
,CUST804231,Retail,Revolver,ADV,Low,HSBC_UK,1,US,70278,549473,0.78
,CUST103289,SME,Loan,ADV,Medium,HSBC_US,0,DE,444114,394589,0.8
,CUST665428,Corporate,Loan,STD,Medium,HSBC_US,1,GB,124797,297111,0.71
,CUST238947,Retail,Insurance,STD,Medium,HSBC_CORP,0,GB,409969,955559,0.95
,CUST359147,SME,Revolver,FOU,Low,HSBC_US,1,DE,430355,547530,0.86
,CUST359147,SME,Current,FOU,High,HSBC_UK,1,DE,260141,491837,0.52
,CUST192654,SME,Mortgage,FOU,Low,HSBC_DEBTS,0,DE,521089,413244,0.05
,CUST450896,Corporate,Mortgage,ADV,High,HSBC_US,1,US,888924,47475,0.69
,CUST712035,Corporate,Savings,ADV,Medium,HSBC_UK,0,GB,749659,897327,0.25
,CUST192654,Corporate,Savings,STD,High,HSBC_UK,0,DE,672042,336711,0.37
,CUST804231,SME,Other,FOU,Medium,HSBC_CORP,0,DE,417206,414251,0.35
,CUST563201,Corporate,Loan,FOU,High,HSBC_AP,0,US,391833,485715,0.09
,CUST192654,SME,Insurance,FOU,Medium,HSBC_CORP,0,US,307023,903609,0.41
,CUST359147,Retail,Mortgage,ADV,Low,HSBC_IR,1,GB,425899,236455,0.87
,CUST103289,SME,Revolver,STD,Low,HSBC_CORP,1,GB,762642,495910,0.56
,CUST563201,Corporate,Revolver,ADV,Medium,HSBC_UK,1,US,174014,378264,0.97
,CUST359147,Corporate,Savings,FOU,Medium,HSBC_CORP,1,DE,271296,837446,0.79
,CUST450896,Retail,Revolver,ADV,Low,HSBC_AP,0,GB,405125,361780,0.81
,CUST563201,SME,Investment,FOU,Low,HSBC_DEBTS,1,DE,165594,104993,0.39
,CUST359147,SME,Other,FOU,Low,HSBC_AP,1,DE,719869,53400,0.91
,CUST563201,SME,Loan,ADV,Medium,HSBC_IR,1,DE,74804,6122,0.67
,CUST804231,Retail,Insurance,STD,Low,HSBC_US,1,US,39263,226330,0.27
,CUST192654,Retail,Revolver,FOU,Medium,HSBC_US,0,US,731056,259849,0.17
,CUST103289,Corporate,Savings,ADV,High,HSBC_US,0,US,74633,549781,0.8
,CUST450896,SME,Investment,ADV,High,HSBC_UK,1,US,284251,507686,0.1
,CUST103289,SME,Mortgage,FOU,Medium,HSBC_DEBTS,0,DE,211180,952756,0.49
,CUST103289,Retail,Other,ADV,High,HSBC_UK,0,US,52585,603606,0.12
,CUST804231,SME,Loan,FOU,Low,HSBC_IR,1,DE,852426,678191,0.73
,CUST238947,Corporate,Savings,STD,High,HSBC_DEBTS,0,GB,167317,166207,0.12
,CUST804231,Corporate,Investment,FOU,Medium,HSBC_IR,1,DE,373905,64477,0.82
,CUST712035,Corporate,Savings,ADV,Medium,HSBC_DEBTS,0,US,472425,846638,0.06
,CUST563201,Retail,Mortgage,STD,Medium,HSBC_DEBTS,0,GB,841228,978998,0.84
,CUST563201,Retail,Credit Card,FOU,High,HSBC_US,1,US,714106,6116,0.5
,CUST359147,Retail,Other,STD,High,HSBC_UK,0,GB,593460,590554,0.54
,CUST359147,Corporate,Current,STD,Medium,HSBC_US,1,GB,44583,969267,0.1
,CUST238947,Retail,Other,STD,Medium,HSBC_UK,1,GB,674172,543797,0.32
,CUST712035,Corporate,Revolver,ADV,Low,HSBC_DEBTS,1,US,444148,70165,0.27
,CUST563201,SME,Investment,STD,Low,HSBC_CORP,1,DE,174411,512683,0.88
,CUST238947,Retail,Loan,ADV,High,HSBC_CORP,1,GB,790017,192492,0.19
,CUST712035,SME,Other,FOU,Low,HSBC_CORP,0,GB,978473,387535,0.13
,CUST192654,SME,Insurance,ADV,High,HSBC_IR,1,GB,956938,696297,0.94
,CUST981372,Retail,Insurance,STD,Medium,HSBC_US,0,GB,264875,944386,0.44
,CUST804231,Retail,Savings,FOU,Low,HSBC_IR,0,US,528459,721495,0.66
,CUST103289,Retail,Other,STD,Medium,HSBC_AP,1,GB,132537,322518,0.62
,CUST981372,Corporate,Credit Card,ADV,Low,HSBC_AP,1,GB,331533,104025,0.76
,CUST665428,Corporate,Insurance,ADV,High,HSBC_IR,1,DE,324079,637928,0.91
,CUST712035,Retail,Other,STD,Medium,HSBC_DEBTS,1,DE,50497,240166,0.67
,CUST563201,Retail,Investment,FOU,High,HSBC_DEBTS,0,DE,949804,153405,0.23
,CUST238947,SME,Investment,STD,Low,HSBC_DEBTS,1,DE,640580,470923,0.35
,CUST665428,Retail,Loan,FOU,High,HSBC_US,0,DE,676946,245099,0.25
,CUST238947,SME,Mortgage,STD,Low,HSBC_IR,1,DE,582792,99030,0.36
,CUST804231,Corporate,Mortgage,FOU,Low,HSBC_US,1,US,846887,387176,0.24
,CUST359147,Corporate,Revolver,FOU,Low,HSBC_DEBTS,0,DE,864467,5838,0.75
,CUST665428,SME,Insurance,STD,Low,HSBC_CORP,0,DE,925347,704237,0.92
,CUST804231,Retail,Current,ADV,Medium,HSBC_CORP,1,GB,983073,732497,0.13
,CUST563201,Retail,Other,STD,Low,HSBC_UK,1,GB,84090,415748,0.38
,CUST804231,Retail,Other,ADV,Medium,HSBC_UK,0,US,686223,695275,0.95
,CUST238947,Corporate,Investment,STD,High,HSBC_CORP,1,US,127682,949173,0.38
,CUST192654,Corporate,Mortgage,FOU,Low,HSBC_IR,0,DE,758058,557513,0.96
,CUST665428,Corporate,Investment,ADV,Low,HSBC_CORP,1,DE,557639,40489,0.07
,CUST359147,SME,Loan,ADV,Medium,HSBC_UK,0,DE,965309,595480,0.36
,CUST981372,Retail,Investment,ADV,Medium,HSBC_US,0,DE,646710,867303,0.95
,CUST804231,SME,Revolver,STD,High,HSBC_CORP,1,DE,620332,238317,0.95
,CUST712035,SME,Mortgage,STD,High,HSBC_IR,1,GB,220429,329424,0.78
,CUST712035,Corporate,Investment,ADV,Medium,HSBC_IR,1,GB,926708,153894,0.16
,CUST981372,Retail,Revolver,FOU,High,HSBC_US,0,DE,63468,204282,0.45
,CUST359147,Retail,Loan,STD,High,HSBC_AP,0,DE,556044,126439,0.59
,CUST804231,Corporate,Savings,STD,Low,HSBC_CORP,1,US,595452,636694,0.79
,CUST563201,Retail,Other,ADV,Medium,HSBC_UK,0,GB,602464,242249,0.5
,CUST712035,Corporate,Other,STD,Medium,HSBC_CORP,0,US,692558,633864,0.02
,CUST665428,SME,Current,STD,Low,HSBC_CORP,0,GB,176500,520106,0.53
,CUST103289,SME,Mortgage,FOU,High,HSBC_DEBTS,1,GB,380927,576904,0.42
,CUST238947,SME,Insurance,ADV,Low,HSBC_US,1,DE,685505,71258,0.05
,CUST450896,Corporate,Other,FOU,Low,HSBC_DEBTS,1,GB,517229,628663,0.59
,CUST563201,Retail,Savings,STD,High,HSBC_AP,0,DE,649453,484412,0.75
,CUST103289,SME,Investment,ADV,High,HSBC_US,1,GB,521124,558508,0.0
,CUST665428,Corporate,Loan,ADV,Medium,HSBC_UK,1,GB,508983,822819,0.03
,CUST450896,Retail,Savings,ADV,Low,HSBC_IR,0,DE,946378,813367,0.47
,CUST450896,Corporate,Savings,STD,High,HSBC_IR,0,US,798242,971190,0.18
,CUST103289,Retail,Revolver,ADV,Medium,HSBC_IR,1,US,113695,320929,0.67
,CUST804231,SME,Savings,STD,Medium,HSBC_IR,0,GB,196140,220076,0.15
,CUST804231,Retail,Revolver,FOU,Low,HSBC_DEBTS,0,GB,561267,198139,0.37
,CUST804231,Retail,Insurance,FOU,Medium,HSBC_CORP,1,GB,488007,313524,0.25
,CUST359147,Retail,Insurance,FOU,Low,HSBC_AP,1,DE,675362,275543,0.71
,CUST563201,Retail,Other,FOU,High,HSBC_CORP,0,GB,638864,140047,0.16
,CUST981372,Corporate,Revolver,FOU,High,HSBC_IR,1,US,19827,809703,0.85
,CUST981372,SME,Current,ADV,Medium,HSBC_CORP,0,DE,388843,816810,0.53
,CUST563201,Retail,Current,STD,High,HSBC_CORP,0,US,637332,67310,0.46
,CUST563201,Retail,Mortgage,ADV,High,HSBC_CORP,1,DE,161137,829184,0.31
,CUST712035,Retail,Credit Card,STD,Medium,HSBC_US,0,GB,45308,792608,0.63
,CUST804231,SME,Mortgage,STD,Low,HSBC_IR,1,DE,749026,567264,0.77
,CUST981372,Corporate,Current,FOU,Medium,HSBC_CORP,0,GB,936919,927394,0.76
,CUST450896,SME,Current,FOU,Medium,HSBC_CORP,0,US,341456,946404,0.6
,CUST563201,SME,Other,STD,Low,HSBC_AP,0,DE,588064,442264,0.42
,CUST103289,Corporate,Insurance,ADV,High,HSBC_DEBTS,1,US,943834,698849,0.6
,CUST563201,SME,Savings,STD,High,HSBC_DEBTS,0,US,324661,543923,0.24
,CUST450896,Retail,Insurance,STD,Low,HSBC_AP,1,GB,845127,535077,0.16
,CUST192654,SME,Investment,STD,High,HSBC_IR,0,DE,462875,150209,0.47
,CUST192654,Corporate,Current,ADV,Low,HSBC_DEBTS,1,US,172024,3922,0.72
,CUST981372,SME,Savings,STD,High,HSBC_DEBTS,1,GB,944830,763669,0.74
,CUST981372,Retail,Loan,FOU,High,HSBC_DEBTS,1,US,981768,606770,0.49
,CUST563201,SME,Credit Card,STD,High,HSBC_IR,1,DE,524939,442438,0.8
,CUST563201,Corporate,Insurance,FOU,High,HSBC_UK,1,DE,977010,659072,0.04
,CUST563201,Retail,Loan,STD,Low,HSBC_DEBTS,1,DE,151346,797548,0.22
,CUST804231,Corporate,Mortgage,ADV,Low,HSBC_US,1,US,844962,450682,0.97
,CUST981372,SME,Investment,STD,High,HSBC_AP,1,DE,126516,266181,0.76
,CUST450896,Corporate,Current,ADV,High,HSBC_AP,0,GB,890205,219507,0.31
,CUST238947,SME,Other,FOU,High,HSBC_UK,0,GB,157227,766307,0.07
,CUST238947,Retail,Loan,FOU,High,HSBC_IR,1,DE,826481,776472,0.28
,CUST981372,Retail,Insurance,FOU,Low,HSBC_IR,1,US,399288,431707,0.16
,CUST450896,SME,Insurance,FOU,Medium,HSBC_IR,1,US,973307,169500,0.65
,CUST450896,SME,Savings,STD,High,HSBC_DEBTS,1,US,641477,57261,0.83
,CUST450896,SME,Current,ADV,Low,HSBC_DEBTS,0,DE,312465,971033,0.13
,CUST804231,SME,Insurance,ADV,High,HSBC_UK,1,GB,693415,964017,0.62
,CUST563201,Corporate,Insurance,ADV,Medium,HSBC_US,1,GB,325714,181063,0.83
,CUST712035,SME,Investment,STD,Medium,HSBC_CORP,0,GB,455805,230885,0.02
,CUST192654,SME,Current,ADV,Medium,HSBC_UK,1,US,215259,741061,0.31
,CUST450896,Retail,Current,STD,Medium,HSBC_AP,1,DE,962900,623974,0.36
,CUST981372,SME,Savings,FOU,Medium,HSBC_DEBTS,1,GB,507587,83467,0.07
,CUST359147,Retail,Credit Card,FOU,High,HSBC_CORP,1,US,239008,939667,0.05
,CUST665428,Retail,Insurance,FOU,Medium,HSBC_CORP,1,GB,747686,229985,0.61
,CUST238947,Retail,Current,ADV,Low,HSBC_UK,0,GB,131480,773084,0.17
,CUST712035,Corporate,Credit Card,ADV,High,HSBC_CORP,0,GB,764272,652455,0.87
,CUST981372,Corporate,Revolver,FOU,Low,HSBC_AP,0,US,802537,111404,0.44
,CUST563201,SME,Current,STD,Low,HSBC_AP,1,GB,698174,824334,0.43
,CUST563201,SME,Other,ADV,High,HSBC_AP,0,GB,31543,894945,0.15
,CUST103289,Corporate,Insurance,ADV,Medium,HSBC_CORP,0,US,996843,361057,0.4
,CUST238947,SME,Revolver,FOU,Low,HSBC_IR,0,US,23997,425569,0.46
,CUST238947,SME,Mortgage,STD,Low,HSBC_UK,0,GB,165874,20863,0.88
,CUST359147,Corporate,Insurance,FOU,High,HSBC_IR,0,US,193969,350370,0.31
,CUST192654,Corporate,Savings,STD,High,HSBC_US,1,DE,813587,516730,0.82
,CUST665428,Retail,Loan,ADV,High,HSBC_US,0,GB,375961,695919,0.96
,CUST103289,SME,Savings,STD,High,HSBC_US,0,US,696157,649892,0.4
,CUST238947,Retail,Other,STD,Medium,HSBC_DEBTS,0,GB,242266,69558,0.63
,CUST804231,SME,Other,FOU,High,HSBC_AP,0,US,569324,743844,0.1
,CUST450896,Retail,Credit Card,FOU,Medium,HSBC_CORP,1,GB,690202,501259,0.44
,CUST192654,Retail,Insurance,STD,Medium,HSBC_AP,1,GB,551249,787818,0.51
,CUST192654,SME,Insurance,FOU,Low,HSBC_AP,1,US,705943,116934,0.75
,CUST359147,SME,Mortgage,STD,Medium,HSBC_IR,1,DE,370387,943956,0.26
,CUST563201,SME,Insurance,FOU,High,HSBC_US,0,US,496574,497973,0.99
,CUST563201,Retail,Credit Card,ADV,High,HSBC_IR,0,US,806056,112922,0.94
,CUST359147,SME,Insurance,FOU,Medium,HSBC_UK,0,DE,631878,977253,0.08
,CUST804231,Corporate,Insurance,STD,Low,HSBC_UK,1,DE,594110,806174,0.24
,CUST359147,Retail,Other,FOU,Low,HSBC_DEBTS,1,DE,654674,406889,0.04
,CUST103289,Retail,Savings,FOU,Low,HSBC_AP,1,DE,601831,115411,0.93
,CUST665428,SME,Savings,STD,High,HSBC_IR,0,DE,825352,687537,0.0
,CUST665428,Retail,Mortgage,FOU,Medium,HSBC_CORP,0,US,805703,616304,0.14
,CUST665428,Retail,Loan,ADV,Medium,HSBC_UK,0,DE,649625,395489,0.54
,CUST665428,Retail,Current,ADV,Medium,HSBC_AP,1,GB,313997,821245,0.63
,CUST665428,Retail,Revolver,FOU,High,HSBC_IR,0,US,507716,476990,0.94
,CUST192654,Retail,Current,FOU,Low,HSBC_IR,1,GB,374935,300282,0.27
,CUST192654,SME,Credit Card,ADV,Medium,HSBC_DEBTS,0,US,907417,752201,0.88
,CUST712035,Corporate,Other,ADV,Medium,HSBC_CORP,1,US,482556,763036,0.99
,CUST981372,SME,Mortgage,ADV,Medium,HSBC_US,0,DE,170963,686995,0.27
,CUST359147,Corporate,Other,ADV,Medium,HSBC_CORP,0,US,17677,921112,0.2
,CUST563201,SME,Savings,STD,Low,HSBC_UK,0,GB,371943,742464,0.24
,CUST238947,SME,Investment,STD,High,HSBC_US,0,US,110635,597145,0.68
,CUST712035,Corporate,Current,FOU,Low,HSBC_UK,0,GB,216336,367187,0.6
,CUST103289,Corporate,Revolver,ADV,Medium,HSBC_UK,1,US,500638,915127,0.25
,CUST103289,SME,Credit Card,ADV,High,HSBC_US,1,DE,825035,821611,0.19
,CUST804231,Retail,Credit Card,FOU,Low,HSBC_US,1,US,201835,146847,0.92
,CUST563201,Retail,Current,STD,High,HSBC_DEBTS,1,DE,802140,326272,0.69
,CUST192654,SME,Revolver,STD,Medium,HSBC_AP,0,DE,521760,893959,0.89
,CUST563201,Corporate,Investment,ADV,Low,HSBC_UK,1,GB,151268,578076,0.85
,CUST804231,Corporate,Credit Card,ADV,Low,HSBC_DEBTS,0,US,930992,645450,0.01
,CUST359147,SME,Insurance,STD,High,HSBC_AP,0,GB,771668,955785,0.94
,CUST450896,SME,Savings,STD,Medium,HSBC_CORP,0,US,373884,973155,0.02
,CUST450896,Corporate,Insurance,FOU,High,HSBC_IR,1,US,390814,942780,0.31
,CUST192654,SME,Investment,FOU,High,HSBC_DEBTS,0,GB,437236,63632,0.15
,CUST563201,Retail,Current,FOU,Low,HSBC_DEBTS,0,GB,245638,888038,0.46
,CUST712035,Corporate,Current,ADV,High,HSBC_UK,1,US,815145,73424,0.08
,CUST103289,Retail,Insurance,FOU,Medium,HSBC_CORP,0,US,585098,381731,0.94
,CUST563201,SME,Savings,STD,Medium,HSBC_DEBTS,0,US,352584,11052,0.73
,CUST192654,Corporate,Insurance,FOU,Low,HSBC_IR,1,DE,708150,281791,0.2
,CUST563201,Retail,Credit Card,FOU,High,HSBC_CORP,0,US,1671,433750,0.92
,CUST103289,SME,Revolver,STD,High,HSBC_US,0,DE,289465,866047,0.16
,CUST712035,SME,Insurance,STD,High,HSBC_US,0,GB,32395,60144,0.86
,CUST103289,SME,Savings,ADV,Low,HSBC_US,0,US,845942,585768,0.83
,CUST238947,SME,Insurance,STD,Medium,HSBC_US,0,GB,379971,439867,0.41
,CUST804231,Corporate,Revolver,STD,High,HSBC_DEBTS,1,DE,306818,490546,0.08
